实验序号,亲本甲配子,亲本乙配子,后代基因型,胚乳性状,粒形,性状组合
8164,wY,wY,wwYY,糯性,长粒,糯性长粒
8165,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8166,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8167,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8168,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8169,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8170,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8171,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8172,wY,wY,wwYY,糯性,长粒,糯性长粒
8173,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8174,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8175,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8176,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8177,wy,wY,wwYy,糯性,长粒,糯性长粒
8178,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8179,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8180,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8181,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8182,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8183,wY,wY,wwYY,糯性,长粒,糯性长粒
8184,wY,wY,wwYY,糯性,长粒,糯性长粒
8185,wy,wy,wwyy,糯性,短粒,糯性短粒
8186,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8187,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8188,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8189,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8190,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8191,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8192,wy,wY,wwYy,糯性,长粒,糯性长粒
8193,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8194,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8195,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8196,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8197,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8198,wy,wy,wwyy,糯性,短粒,糯性短粒
8199,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8200,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8201,wY,wy,wwYy,糯性,长粒,糯性长粒
8202,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8203,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8204,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8205,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8206,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8207,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8208,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8209,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8210,wY,wY,wwYY,糯性,长粒,糯性长粒
8211,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8212,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8213,wY,wy,wwYy,糯性,长粒,糯性长粒
8214,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8215,wY,wy,wwYy,糯性,长粒,糯性长粒
8216,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8217,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8218,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8219,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8220,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8221,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8222,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8223,wY,wy,wwYy,糯性,长粒,糯性长粒
8224,wY,wY,wwYY,糯性,长粒,糯性长粒
8225,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8226,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8227,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8228,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8229,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8230,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8231,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8232,wY,wY,wwYY,糯性,长粒,糯性长粒
8233,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8234,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8235,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8236,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8237,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8238,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8239,wY,wy,wwYy,糯性,长粒,糯性长粒
8240,wY,wY,wwYY,糯性,长粒,糯性长粒
8241,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8242,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8243,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8244,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8245,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8246,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8247,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8248,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8249,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8250,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8251,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8252,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8253,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8254,wy,wy,wwyy,糯性,短粒,糯性短粒
8255,wY,wy,wwYy,糯性,长粒,糯性长粒
8256,wY,wy,wwYy,糯性,长粒,糯性长粒
8257,wY,wY,wwYY,糯性,长粒,糯性长粒
8258,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8259,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8260,wY,wy,wwYy,糯性,长粒,糯性长粒
8261,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8262,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8263,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8264,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8265,wy,wY,wwYy,糯性,长粒,糯性长粒
8266,wy,wY,wwYy,糯性,长粒,糯性长粒
8267,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8268,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8269,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8270,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8271,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8272,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8273,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8274,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8275,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8276,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8277,wY,wy,wwYy,糯性,长粒,糯性长粒
8278,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8279,wY,wy,wwYy,糯性,长粒,糯性长粒
8280,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8281,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8282,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8283,wy,wy,wwyy,糯性,短粒,糯性短粒
8284,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8285,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8286,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8287,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8288,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8289,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8290,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8291,wy,wY,wwYy,糯性,长粒,糯性长粒
8292,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8293,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8294,wy,wY,wwYy,糯性,长粒,糯性长粒
8295,wY,wY,wwYY,糯性,长粒,糯性长粒
8296,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8297,wY,wY,wwYY,糯性,长粒,糯性长粒
8298,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8299,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8300,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8301,wY,wy,wwYy,糯性,长粒,糯性长粒
8302,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8303,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8304,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8305,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8306,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8307,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8308,wy,wy,wwyy,糯性,短粒,糯性短粒
8309,wY,wY,wwYY,糯性,长粒,糯性长粒
8310,wY,wY,wwYY,糯性,长粒,糯性长粒
8311,wY,wy,wwYy,糯性,长粒,糯性长粒
8312,wY,wY,wwYY,糯性,长粒,糯性长粒
8313,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8314,wy,wY,wwYy,糯性,长粒,糯性长粒
8315,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8316,wy,wy,wwyy,糯性,短粒,糯性短粒
8317,wy,wY,wwYy,糯性,长粒,糯性长粒
8318,wY,wy,wwYy,糯性,长粒,糯性长粒
8319,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8320,wy,wY,wwYy,糯性,长粒,糯性长粒
8321,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8322,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8323,wY,wy,wwYy,糯性,长粒,糯性长粒
8324,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8325,wY,wy,wwYy,糯性,长粒,糯性长粒
8326,wy,wy,wwyy,糯性,短粒,糯性短粒
8327,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8328,wY,wy,wwYy,糯性,长粒,糯性长粒
8329,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8330,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8331,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8332,wY,wY,wwYY,糯性,长粒,糯性长粒
8333,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8334,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8335,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8336,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8337,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8338,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8339,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8340,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8341,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8342,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8343,wY,wY,wwYY,糯性,长粒,糯性长粒
8344,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8345,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8346,wY,wY,wwYY,糯性,长粒,糯性长粒
8347,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8348,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8349,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8350,wY,wY,wwYY,糯性,长粒,糯性长粒
8351,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8352,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8353,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8354,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8355,wY,wy,wwYy,糯性,长粒,糯性长粒
8356,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8357,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8358,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8359,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8360,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8361,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8362,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8363,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8364,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8365,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8366,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8367,wY,wY,wwYY,糯性,长粒,糯性长粒
8368,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8369,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8370,wy,wy,wwyy,糯性,短粒,糯性短粒
8371,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8372,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8373,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8374,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8375,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8376,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8377,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8378,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8379,wy,wY,wwYy,糯性,长粒,糯性长粒
8380,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8381,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8382,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8383,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8384,wy,wy,wwyy,糯性,短粒,糯性短粒
8385,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8386,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8387,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8388,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8389,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8390,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8391,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8392,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8393,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8394,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8395,wY,wY,wwYY,糯性,长粒,糯性长粒
8396,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8397,wY,wy,wwYy,糯性,长粒,糯性长粒
8398,wY,wY,wwYY,糯性,长粒,糯性长粒
8399,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8400,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8401,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8402,wY,wY,wwYY,糯性,长粒,糯性长粒
8403,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8404,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8405,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8406,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8407,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8408,wY,wy,wwYy,糯性,长粒,糯性长粒
8409,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8410,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8411,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8412,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8413,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8414,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8415,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8416,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8417,wy,wy,wwyy,糯性,短粒,糯性短粒
8418,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8419,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8420,wY,wy,wwYy,糯性,长粒,糯性长粒
8421,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8422,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8423,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8424,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8425,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8426,wy,wY,wwYy,糯性,长粒,糯性长粒
8427,wY,wY,wwYY,糯性,长粒,糯性长粒
8428,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8429,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8430,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8431,wY,wY,wwYY,糯性,长粒,糯性长粒
8432,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8433,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8434,wY,wY,wwYY,糯性,长粒,糯性长粒
8435,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8436,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8437,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8438,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8439,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8440,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8441,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8442,wY,wY,wwYY,糯性,长粒,糯性长粒
8443,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8444,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8445,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8446,wy,wy,wwyy,糯性,短粒,糯性短粒
8447,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8448,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8449,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8450,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8451,wY,wY,wwYY,糯性,长粒,糯性长粒
8452,wy,wY,wwYy,糯性,长粒,糯性长粒
8453,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8454,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8455,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8456,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8457,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8458,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8459,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8460,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8461,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8462,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8463,wY,wY,wwYY,糯性,长粒,糯性长粒
8464,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8465,wy,wy,wwyy,糯性,短粒,糯性短粒
8466,wY,wy,wwYy,糯性,长粒,糯性长粒
8467,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8468,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8469,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8470,wy,wy,wwyy,糯性,短粒,糯性短粒
8471,wy,wY,wwYy,糯性,长粒,糯性长粒
8472,wy,wY,wwYy,糯性,长粒,糯性长粒
8473,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8474,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8475,wY,wY,wwYY,糯性,长粒,糯性长粒
8476,wY,wY,wwYY,糯性,长粒,糯性长粒
8477,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8478,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8479,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8480,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8481,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8482,wy,wY,wwYy,糯性,长粒,糯性长粒
8483,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8484,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8485,wy,wY,wwYy,糯性,长粒,糯性长粒
8486,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8487,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8488,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8489,wy,wy,wwyy,糯性,短粒,糯性短粒
8490,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8491,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8492,wY,wy,wwYy,糯性,长粒,糯性长粒
8493,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8494,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8495,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8496,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8497,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8498,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8499,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8500,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8501,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8502,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8503,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8504,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8505,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8506,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8507,wY,wY,wwYY,糯性,长粒,糯性长粒
8508,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8509,wy,wY,wwYy,糯性,长粒,糯性长粒
8510,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8511,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8512,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8513,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8514,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8515,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8516,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8517,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8518,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8519,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8520,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8521,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8522,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8523,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8524,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8525,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8526,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8527,wY,wy,wwYy,糯性,长粒,糯性长粒
8528,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8529,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8530,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8531,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8532,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8533,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8534,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8535,wY,wY,wwYY,糯性,长粒,糯性长粒
8536,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8537,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8538,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8539,wY,wy,wwYy,糯性,长粒,糯性长粒
8540,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8541,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8542,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8543,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8544,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8545,wy,wy,wwyy,糯性,短粒,糯性短粒
8546,wy,wY,wwYy,糯性,长粒,糯性长粒
8547,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8548,wy,wY,wwYy,糯性,长粒,糯性长粒
8549,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8550,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8551,wy,wY,wwYy,糯性,长粒,糯性长粒
8552,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8553,wy,wy,wwyy,糯性,短粒,糯性短粒
8554,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8555,wy,wY,wwYy,糯性,长粒,糯性长粒
8556,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8557,wy,wy,wwyy,糯性,短粒,糯性短粒
8558,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8559,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8560,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8561,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8562,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8563,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8564,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8565,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8566,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8567,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8568,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8569,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8570,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8571,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8572,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8573,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8574,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8575,wY,wy,wwYy,糯性,长粒,糯性长粒
8576,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8577,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8578,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8579,wY,wy,wwYy,糯性,长粒,糯性长粒
8580,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8581,wy,wy,wwyy,糯性,短粒,糯性短粒
8582,wY,wY,wwYY,糯性,长粒,糯性长粒
8583,wy,wY,wwYy,糯性,长粒,糯性长粒
8584,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8585,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8586,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8587,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8588,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8589,wy,wy,wwyy,糯性,短粒,糯性短粒
8590,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8591,wY,wY,wwYY,糯性,长粒,糯性长粒
8592,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8593,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8594,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8595,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8596,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8597,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8598,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8599,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8600,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8601,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8602,wY,wy,wwYy,糯性,长粒,糯性长粒
8603,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8604,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8605,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8606,wY,wy,wwYy,糯性,长粒,糯性长粒
8607,wY,wY,wwYY,糯性,长粒,糯性长粒
8608,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8609,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8610,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8611,WY,wY,WwYY,非糯性,长粒,非糯性长粒
