实验序号,亲本甲配子,亲本乙配子,后代基因型,胚乳性状,粒形,性状组合
462,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
463,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
464,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
465,WY,wY,WwYY,非糯性,长粒,非糯性长粒
466,WY,WY,WWYY,非糯性,长粒,非糯性长粒
467,wY,WY,WwYY,非糯性,长粒,非糯性长粒
468,wY,WY,WwYY,非糯性,长粒,非糯性长粒
469,wY,wY,wwYY,糯性,长粒,糯性长粒
470,wy,WY,WwYy,非糯性,长粒,非糯性长粒
471,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
472,WY,WY,WWYY,非糯性,长粒,非糯性长粒
473,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
474,wY,wy,wwYy,糯性,长粒,糯性长粒
475,WY,WY,WWYY,非糯性,长粒,非糯性长粒
476,wy,wY,wwYy,糯性,长粒,糯性长粒
477,wy,wY,wwYy,糯性,长粒,糯性长粒
478,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
479,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
480,wy,wY,wwYy,糯性,长粒,糯性长粒
481,WY,WY,WWYY,非糯性,长粒,非糯性长粒
482,wY,wy,wwYy,糯性,长粒,糯性长粒
483,wy,WY,WwYy,非糯性,长粒,非糯性长粒
484,wy,WY,WwYy,非糯性,长粒,非糯性长粒
485,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
486,wY,wy,wwYy,糯性,长粒,糯性长粒
487,wY,wY,wwYY,糯性,长粒,糯性长粒
488,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
489,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
490,wY,WY,WwYY,非糯性,长粒,非糯性长粒
491,wy,wY,wwYy,糯性,长粒,糯性长粒
492,wY,wy,wwYy,糯性,长粒,糯性长粒
493,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
494,wY,WY,WwYY,非糯性,长粒,非糯性长粒
495,wY,wY,wwYY,糯性,长粒,糯性长粒
496,wy,WY,WwYy,非糯性,长粒,非糯性长粒
497,WY,wY,WwYY,非糯性,长粒,非糯性长粒
498,wY,wY,wwYY,糯性,长粒,糯性长粒
499,WY,WY,WWYY,非糯性,长粒,非糯性长粒
500,wY,wY,wwYY,糯性,长粒,糯性长粒
501,wY,wy,wwYy,糯性,长粒,糯性长粒
502,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
503,wY,wY,wwYY,糯性,长粒,糯性长粒
504,wY,wY,wwYY,糯性,长粒,糯性长粒
505,wY,wY,wwYY,糯性,长粒,糯性长粒
506,wy,WY,WwYy,非糯性,长粒,非糯性长粒
507,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
508,wY,WY,WwYY,非糯性,长粒,非糯性长粒
509,wY,wY,wwYY,糯性,长粒,糯性长粒
510,WY,wy,WwYy,非糯性,长粒,非糯性长粒
511,WY,wY,WwYY,非糯性,长粒,非糯性长粒
512,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
513,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
514,wY,wY,wwYY,糯性,长粒,糯性长粒
515,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
516,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
517,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
518,WY,wY,WwYY,非糯性,长粒,非糯性长粒
519,wY,wy,wwYy,糯性,长粒,糯性长粒
520,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
521,WY,wy,WwYy,非糯性,长粒,非糯性长粒
522,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
523,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
524,WY,wy,WwYy,非糯性,长粒,非糯性长粒
525,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
526,wY,wy,wwYy,糯性,长粒,糯性长粒
527,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
528,WY,WY,WWYY,非糯性,长粒,非糯性长粒
529,wY,wy,wwYy,糯性,长粒,糯性长粒
530,wy,WY,WwYy,非糯性,长粒,非糯性长粒
531,wY,WY,WwYY,非糯性,长粒,非糯性长粒
532,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
533,wy,WY,WwYy,非糯性,长粒,非糯性长粒
534,WY,wy,WwYy,非糯性,长粒,非糯性长粒
535,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
536,wY,WY,WwYY,非糯性,长粒,非糯性长粒
537,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
538,wy,WY,WwYy,非糯性,长粒,非糯性长粒
539,wy,wy,wwyy,糯性,短粒,糯性短粒
540,wy,wy,wwyy,糯性,短粒,糯性短粒
541,WY,wy,WwYy,非糯性,长粒,非糯性长粒
542,wY,WY,WwYY,非糯性,长粒,非糯性长粒
543,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
544,wy,wy,wwyy,糯性,短粒,糯性短粒
545,wy,wy,wwyy,糯性,短粒,糯性短粒
546,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
547,wY,wy,wwYy,糯性,长粒,糯性长粒
548,wY,WY,WwYY,非糯性,长粒,非糯性长粒
549,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
550,wY,wy,wwYy,糯性,长粒,糯性长粒
551,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
552,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
553,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
554,wY,wY,wwYY,糯性,长粒,糯性长粒
555,WY,wY,WwYY,非糯性,长粒,非糯性长粒
556,WY,wY,WwYY,非糯性,长粒,非糯性长粒
557,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
558,WY,wy,WwYy,非糯性,长粒,非糯性长粒
559,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
560,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
561,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
562,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
563,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
564,wy,wY,wwYy,糯性,长粒,糯性长粒
565,WY,wY,WwYY,非糯性,长粒,非糯性长粒
566,WY,WY,WWYY,非糯性,长粒,非糯性长粒
567,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
568,wY,WY,WwYY,非糯性,长粒,非糯性长粒
569,wy,wy,wwyy,糯性,短粒,糯性短粒
570,wY,wy,wwYy,糯性,长粒,糯性长粒
571,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
572,wy,WY,WwYy,非糯性,长粒,非糯性长粒
573,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
574,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
575,wy,wy,wwyy,糯性,短粒,糯性短粒
576,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
577,WY,WY,WWYY,非糯性,长粒,非糯性长粒
578,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
579,wY,WY,WwYY,非糯性,长粒,非糯性长粒
580,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
581,wy,wy,wwyy,糯性,短粒,糯性短粒
582,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
583,WY,WY,WWYY,非糯性,长粒,非糯性长粒
584,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
585,wy,wY,wwYy,糯性,长粒,糯性长粒
586,WY,wy,WwYy,非糯性,长粒,非糯性长粒
587,wY,WY,WwYY,非糯性,长粒,非糯性长粒
588,wy,wY,wwYy,糯性,长粒,糯性长粒
589,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
590,wy,wy,wwyy,糯性,短粒,糯性短粒
591,wy,wY,wwYy,糯性,长粒,糯性长粒
592,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
593,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
594,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
595,wY,wy,wwYy,糯性,长粒,糯性长粒
596,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
597,WY,wy,WwYy,非糯性,长粒,非糯性长粒
598,wY,wy,wwYy,糯性,长粒,糯性长粒
599,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
600,wY,WY,WwYY,非糯性,长粒,非糯性长粒
601,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
602,WY,WY,WWYY,非糯性,长粒,非糯性长粒
603,wy,wY,wwYy,糯性,长粒,糯性长粒
604,wy,wY,wwYy,糯性,长粒,糯性长粒
605,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
606,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
607,wY,WY,WwYY,非糯性,长粒,非糯性长粒
608,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
609,wy,wY,wwYy,糯性,长粒,糯性长粒
610,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
611,wY,wY,wwYY,糯性,长粒,糯性长粒
612,wY,wY,wwYY,糯性,长粒,糯性长粒
613,wy,wY,wwYy,糯性,长粒,糯性长粒
614,wy,wY,wwYy,糯性,长粒,糯性长粒
615,wy,wY,wwYy,糯性,长粒,糯性长粒
616,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
617,wy,WY,WwYy,非糯性,长粒,非糯性长粒
618,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
619,wy,wY,wwYy,糯性,长粒,糯性长粒
620,wY,WY,WwYY,非糯性,长粒,非糯性长粒
621,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
622,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
623,wy,wY,wwYy,糯性,长粒,糯性长粒
624,wY,WY,WwYY,非糯性,长粒,非糯性长粒
625,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
626,WY,wY,WwYY,非糯性,长粒,非糯性长粒
627,WY,wy,WwYy,非糯性,长粒,非糯性长粒
628,wY,WY,WwYY,非糯性,长粒,非糯性长粒
629,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
630,wY,wy,wwYy,糯性,长粒,糯性长粒
631,wY,wy,wwYy,糯性,长粒,糯性长粒
632,wY,wY,wwYY,糯性,长粒,糯性长粒
633,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
634,wY,WY,WwYY,非糯性,长粒,非糯性长粒
635,WY,WY,WWYY,非糯性,长粒,非糯性长粒
636,WY,wy,WwYy,非糯性,长粒,非糯性长粒
637,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
638,wy,wy,wwyy,糯性,短粒,糯性短粒
639,WY,wY,WwYY,非糯性,长粒,非糯性长粒
640,wy,WY,WwYy,非糯性,长粒,非糯性长粒
641,wy,wy,wwyy,糯性,短粒,糯性短粒
642,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
643,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
644,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
645,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
646,wy,wy,wwyy,糯性,短粒,糯性短粒
647,wy,wy,wwyy,糯性,短粒,糯性短粒
648,wY,wy,wwYy,糯性,长粒,糯性长粒
649,wY,wy,wwYy,糯性,长粒,糯性长粒
650,wY,wy,wwYy,糯性,长粒,糯性长粒
651,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
652,WY,WY,WWYY,非糯性,长粒,非糯性长粒
653,wY,WY,WwYY,非糯性,长粒,非糯性长粒
654,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
655,wy,wY,wwYy,糯性,长粒,糯性长粒
656,WY,wY,WwYY,非糯性,长粒,非糯性长粒
657,wY,wY,wwYY,糯性,长粒,糯性长粒
658,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
659,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
660,WY,wY,WwYY,非糯性,长粒,非糯性长粒
661,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
662,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
663,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
664,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
665,WY,wY,WwYY,非糯性,长粒,非糯性长粒
666,wy,WY,WwYy,非糯性,长粒,非糯性长粒
667,wy,wy,wwyy,糯性,短粒,糯性短粒
668,wY,wy,wwYy,糯性,长粒,糯性长粒
669,WY,wY,WwYY,非糯性,长粒,非糯性长粒
670,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
671,wy,WY,WwYy,非糯性,长粒,非糯性长粒
672,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
673,WY,wY,WwYY,非糯性,长粒,非糯性长粒
674,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
675,WY,wY,WwYY,非糯性,长粒,非糯性长粒
676,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
677,wY,WY,WwYY,非糯性,长粒,非糯性长粒
678,wY,WY,WwYY,非糯性,长粒,非糯性长粒
679,wy,wy,wwyy,糯性,短粒,糯性短粒
680,wy,wY,wwYy,糯性,长粒,糯性长粒
681,WY,WY,WWYY,非糯性,长粒,非糯性长粒
682,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
683,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
684,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
685,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
686,WY,wy,WwYy,非糯性,长粒,非糯性长粒
687,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
688,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
689,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
690,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
691,WY,wY,WwYY,非糯性,长粒,非糯性长粒
692,wY,wy,wwYy,糯性,长粒,糯性长粒
693,WY,wy,WwYy,非糯性,长粒,非糯性长粒
694,WY,WY,WWYY,非糯性,长粒,非糯性长粒
695,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
696,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
697,wy,wY,wwYy,糯性,长粒,糯性长粒
698,WY,wy,WwYy,非糯性,长粒,非糯性长粒
699,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
700,wY,WY,WwYY,非糯性,长粒,非糯性长粒
701,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
702,wy,wY,wwYy,糯性,长粒,糯性长粒
703,WY,wy,WwYy,非糯性,长粒,非糯性长粒
704,wY,wy,wwYy,糯性,长粒,糯性长粒
705,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
706,wy,WY,WwYy,非糯性,长粒,非糯性长粒
707,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
708,wY,wY,wwYY,糯性,长粒,糯性长粒
709,wY,wY,wwYY,糯性,长粒,糯性长粒
710,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
711,wy,WY,WwYy,非糯性,长粒,非糯性长粒
712,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
713,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
714,wy,WY,WwYy,非糯性,长粒,非糯性长粒
715,wY,wY,wwYY,糯性,长粒,糯性长粒
716,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
717,wY,WY,WwYY,非糯性,长粒,非糯性长粒
718,WY,WY,WWYY,非糯性,长粒,非糯性长粒
719,WY,wY,WwYY,非糯性,长粒,非糯性长粒
720,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
721,WY,wY,WwYY,非糯性,长粒,非糯性长粒
722,WY,wY,WwYY,非糯性,长粒,非糯性长粒
723,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
724,wy,wy,wwyy,糯性,短粒,糯性短粒
725,WY,WY,WWYY,非糯性,长粒,非糯性长粒
726,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
727,WY,wY,WwYY,非糯性,长粒,非糯性长粒
728,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
729,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
730,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
731,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
732,wy,wY,wwYy,糯性,长粒,糯性长粒
733,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
734,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
735,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
736,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
737,wy,wY,wwYy,糯性,长粒,糯性长粒
738,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
739,wy,wy,wwyy,糯性,短粒,糯性短粒
740,WY,WY,WWYY,非糯性,长粒,非糯性长粒
741,wY,wy,wwYy,糯性,长粒,糯性长粒
742,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
743,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
744,WY,wy,WwYy,非糯性,长粒,非糯性长粒
745,wy,wy,wwyy,糯性,短粒,糯性短粒
746,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
747,WY,WY,WWYY,非糯性,长粒,非糯性长粒
748,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
749,wy,wY,wwYy,糯性,长粒,糯性长粒
750,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
751,wy,wy,wwyy,糯性,短粒,糯性短粒
752,WY,WY,WWYY,非糯性,长粒,非糯性长粒
753,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
754,WY,wY,WwYY,非糯性,长粒,非糯性长粒
755,WY,wy,WwYy,非糯性,长粒,非糯性长粒
756,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
757,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
758,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
759,wY,WY,WwYY,非糯性,长粒,非糯性长粒
760,WY,WY,WWYY,非糯性,长粒,非糯性长粒
761,WY,wY,WwYY,非糯性,长粒,非糯性长粒
762,WY,wY,WwYY,非糯性,长粒,非糯性长粒
763,wY,wy,wwYy,糯性,长粒,糯性长粒
764,wy,wY,wwYy,糯性,长粒,糯性长粒
765,wy,wy,wwyy,糯性,短粒,糯性短粒
766,WY,wy,WwYy,非糯性,长粒,非糯性长粒
767,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
768,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
769,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
770,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
771,wy,wy,wwyy,糯性,短粒,糯性短粒
772,wY,wy,wwYy,糯性,长粒,糯性长粒
773,wY,wY,wwYY,糯性,长粒,糯性长粒
774,wY,wY,wwYY,糯性,长粒,糯性长粒
775,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
776,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
777,wY,wY,wwYY,糯性,长粒,糯性长粒
778,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
779,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
780,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
781,WY,wY,WwYY,非糯性,长粒,非糯性长粒
782,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
783,WY,wy,WwYy,非糯性,长粒,非糯性长粒
784,wy,wy,wwyy,糯性,短粒,糯性短粒
785,WY,WY,WWYY,非糯性,长粒,非糯性长粒
786,WY,WY,WWYY,非糯性,长粒,非糯性长粒
787,wY,WY,WwYY,非糯性,长粒,非糯性长粒
788,wY,wy,wwYy,糯性,长粒,糯性长粒
789,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
790,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
791,WY,WY,WWYY,非糯性,长粒,非糯性长粒
792,wY,WY,WwYY,非糯性,长粒,非糯性长粒
793,wy,WY,WwYy,非糯性,长粒,非糯性长粒
794,wy,wY,wwYy,糯性,长粒,糯性长粒
795,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
796,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
797,WY,wy,WwYy,非糯性,长粒,非糯性长粒
798,wY,wY,wwYY,糯性,长粒,糯性长粒
799,wy,wy,wwyy,糯性,短粒,糯性短粒
800,WY,wY,WwYY,非糯性,长粒,非糯性长粒
801,wy,wY,wwYy,糯性,长粒,糯性长粒
802,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
803,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
804,wY,wy,wwYy,糯性,长粒,糯性长粒
805,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
806,wY,wy,wwYy,糯性,长粒,糯性长粒
807,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
808,wy,wY,wwYy,糯性,长粒,糯性长粒
809,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
810,wY,wy,wwYy,糯性,长粒,糯性长粒
811,wY,WY,WwYY,非糯性,长粒,非糯性长粒
812,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
813,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
814,wy,WY,WwYy,非糯性,长粒,非糯性长粒
815,wY,WY,WwYY,非糯性,长粒,非糯性长粒
816,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
817,wy,wY,wwYy,糯性,长粒,糯性长粒
818,wY,wY,wwYY,糯性,长粒,糯性长粒
819,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
820,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
821,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
822,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
823,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
824,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
825,wy,wY,wwYy,糯性,长粒,糯性长粒
826,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
827,wy,WY,WwYy,非糯性,长粒,非糯性长粒
828,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
829,wy,WY,WwYy,非糯性,长粒,非糯性长粒
830,WY,wy,WwYy,非糯性,长粒,非糯性长粒
831,WY,wy,WwYy,非糯性,长粒,非糯性长粒
832,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
833,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
834,wy,wy,wwyy,糯性,短粒,糯性短粒
835,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
836,WY,wY,WwYY,非糯性,长粒,非糯性长粒
837,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
838,WY,wy,WwYy,非糯性,长粒,非糯性长粒
839,wy,WY,WwYy,非糯性,长粒,非糯性长粒
840,WY,WY,WWYY,非糯性,长粒,非糯性长粒
841,wy,WY,WwYy,非糯性,长粒,非糯性长粒
842,wy,wy,wwyy,糯性,短粒,糯性短粒
843,wY,wY,wwYY,糯性,长粒,糯性长粒
844,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
845,wY,WY,WwYY,非糯性,长粒,非糯性长粒
846,wY,wy,wwYy,糯性,长粒,糯性长粒
847,wY,WY,WwYY,非糯性,长粒,非糯性长粒
848,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
849,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
850,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
851,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
852,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
853,wy,wy,wwyy,糯性,短粒,糯性短粒
854,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
855,WY,WY,WWYY,非糯性,长粒,非糯性长粒
856,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
857,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
858,wy,wY,wwYy,糯性,长粒,糯性长粒
859,wy,wy,wwyy,糯性,短粒,糯性短粒
860,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
861,wy,wY,wwYy,糯性,长粒,糯性长粒
862,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
863,wy,WY,WwYy,非糯性,长粒,非糯性长粒
864,WY,WY,WWYY,非糯性,长粒,非糯性长粒
865,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
866,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
867,wy,wy,wwyy,糯性,短粒,糯性短粒
868,WY,WY,WWYY,非糯性,长粒,非糯性长粒
869,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
870,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
871,wy,wY,wwYy,糯性,长粒,糯性长粒
872,WY,WY,WWYY,非糯性,长粒,非糯性长粒
873,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
874,WY,wY,WwYY,非糯性,长粒,非糯性长粒
875,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
876,WY,WY,WWYY,非糯性,长粒,非糯性长粒
877,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
878,wy,wy,wwyy,糯性,短粒,糯性短粒
879,wY,wY,wwYY,糯性,长粒,糯性长粒
880,wY,wY,wwYY,糯性,长粒,糯性长粒
881,WY,wy,WwYy,非糯性,长粒,非糯性长粒
882,wY,WY,WwYY,非糯性,长粒,非糯性长粒
883,wy,wY,wwYy,糯性,长粒,糯性长粒
884,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
885,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
886,WY,wY,WwYY,非糯性,长粒,非糯性长粒
887,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
888,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
889,WY,WY,WWYY,非糯性,长粒,非糯性长粒
890,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
891,WY,WY,WWYY,非糯性,长粒,非糯性长粒
892,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
893,wy,wy,wwyy,糯性,短粒,糯性短粒
894,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
895,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
896,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
897,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
898,WY,WY,WWYY,非糯性,长粒,非糯性长粒
899,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
900,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
901,wY,wy,wwYy,糯性,长粒,糯性长粒
902,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
903,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
904,wy,WY,WwYy,非糯性,长粒,非糯性长粒
905,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
906,wy,wY,wwYy,糯性,长粒,糯性长粒
907,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
908,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
909,wy,wy,wwyy,糯性,短粒,糯性短粒
910,wY,wY,wwYY,糯性,长粒,糯性长粒
911,WY,WY,WWYY,非糯性,长粒,非糯性长粒
912,WY,WY,WWYY,非糯性,长粒,非糯性长粒
913,wY,WY,WwYY,非糯性,长粒,非糯性长粒
914,wY,wy,wwYy,糯性,长粒,糯性长粒
915,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
916,WY,WY,WWYY,非糯性,长粒,非糯性长粒
917,wY,wY,wwYY,糯性,长粒,糯性长粒
918,WY,wy,WwYy,非糯性,长粒,非糯性长粒
919,wy,WY,WwYy,非糯性,长粒,非糯性长粒
920,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
921,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
922,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
923,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
924,wY,WY,WwYY,非糯性,长粒,非糯性长粒
